Country,Year,Owner,Species,Variety,Color,Production_Bag,KG_x_Bag,Total_Production,Score_Aroma,Score_Flavor,Score_Aftertaste,Score_Acidity,Score_Body,Score_Balance,Score_Uniformity,Score_Sweetness,Score_Moisture,Score_Total
Guatemala,2012,brent hall,Arabica,,Blue-Green,1,2.0,2.0,7.5,7.58,7.42,7.58,7.42,7.58,10.0,10.0,0.0,82.58
Colombia,2012,exportadora de cafe condor s.a,Arabica,Caturra,Unknown,250,70.0,17500.0,7.75,7.5,7.75,7.25,7.33,7.58,10.0,10.0,0.11,82.58
Mexico,2012,guillermo rojas saldana,Arabica,Typica,Green,50,1.0,50.0,7.5,7.58,7.5,7.5,7.42,7.5,10.0,10.0,0.1,82.58
Mexico,2012,organizaciones de productores de cafe colimense,Arabica,Typica,Green,70,1.0,70.0,7.67,7.58,7.58,7.75,7.67,6.83,10.0,10.0,0.12,82.58
Colombia,2012,racafe & cia s.c.a,Arabica,Caturra,Green,275,70.0,19250.0,7.33,7.42,7.58,7.42,7.67,7.5,10.0,10.0,0.11,82.58
Mexico,2012,saul m. hernandez ramirez,Arabica,Typica,,10,1.0,10.0,7.5,7.58,7.5,7.5,7.42,7.42,10.0,10.0,0.13,82.5
Mexico,2012,enrique mitre lopez,Arabica,Typica,Green,10,1.0,10.0,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,0.12,82.5
Mexico,2012,enrique eduardo lopez aguilar,Arabica,Typica,Unknown,28,1.0,28.0,7.92,7.5,7.33,7.58,7.25,7.42,10.0,10.0,0.11,82.5
Guatemala,2012,juan luis alvarado romero,Arabica,Caturra,Green,275,1.0,275.0,7.67,7.33,7.33,7.33,7.5,7.83,10.0,10.0,0.11,82.5
Colombia,2012,racafe & cia s.c.a,Arabica,Caturra,Green,275,70.0,19250.0,7.67,7.5,7.33,7.5,7.25,7.67,10.0,10.0,0.11,82.5
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Green,7,45.3592,317.5144,7.33,7.42,7.33,7.75,7.42,7.67,10.0,10.0,0.12,82.5
Brazil,2012,nucoffee,Arabica,Catuai,Blue-Green,39,60.0,2340.0,7.58,7.67,7.33,7.5,7.5,7.42,10.0,10.0,0.12,82.42
Honduras,2012,brent hall,Arabica,,,1,2.0,2.0,7.25,7.67,7.42,7.17,7.75,7.5,10.0,10.0,0.09,82.42
Mexico,2012,manuel herrera juarez,Arabica,Caturra,Green,10,1.0,10.0,7.75,7.33,7.25,7.58,7.58,7.33,10.0,10.0,0.13,82.42
Mexico,2012,dario cesar galeana sanchez,Arabica,Typica,Green,74,1.0,74.0,7.5,7.58,7.33,7.5,7.5,7.5,10.0,10.0,0.11,82.42
Mexico,2012,jose daniel cobilt castro,Arabica,Pacamara,Green,26,1.0,26.0,7.58,7.58,7.17,7.5,7.5,7.5,10.0,10.0,0.14,82.42
Mexico,2012,alvaro quiros perez,Arabica,Caturra,Green,10,1.0,10.0,7.58,7.33,7.33,7.58,7.5,7.5,10.0,10.0,0.11,82.42
Mexico,2012,olivia hernandez virves,Arabica,Bourbon,Unknown,1,1.0,1.0,7.67,7.58,7.33,7.42,7.58,7.33,10.0,10.0,0.13,82.42
Mexico,2012,finca las nieves,Arabica,Typica,Bluish-Green,10,1.0,10.0,7.83,7.5,7.42,7.67,7.17,7.33,10.0,10.0,0.12,82.42
Colombia,2012,carcafe ltda ci,Arabica,Caturra,Unknown,250,70.0,17500.0,7.67,7.33,7.25,7.42,7.5,7.67,10.0,10.0,0.0,82.42
Brazil,2012,nucoffee,Arabica,Arusha,Blue-Green,51,60.0,3060.0,7.75,7.5,7.42,7.42,7.5,7.42,10.0,10.0,0.11,82.42
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Green,275,69.0,18975.0,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,0.11,82.33
Mexico,2012,saul m. hernandez ramirez,Arabica,Typica,,10,1.0,10.0,7.58,7.67,7.58,7.33,7.0,7.58,10.0,10.0,0.15,82.33
Mexico,2012,manuel herrera juarez,Arabica,Bourbon,Green,10,1.0,10.0,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,0.13,82.33
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Green,250,1.0,250.0,7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,0.1,82.33
Brazil,2012,nucoffee,Arabica,Mundo Novo,Green,16,60.0,960.0,7.58,7.5,7.42,7.5,7.5,7.42,10.0,10.0,0.12,82.33
Mexico,2012,maria luisa del carmen rojas narvaez,Arabica,Typica,Green,10,1.0,10.0,8.0,7.75,7.33,7.33,7.08,7.67,9.33,10.0,0.11,82.33
Brazil,2012,nucoffee,Arabica,Mundo Novo,Green,44,60.0,2640.0,7.58,7.58,7.25,7.58,7.42,7.5,10.0,10.0,0.11,82.33
Colombia,2012,carcafe ltda ci,Arabica,Caturra,Green,250,70.0,17500.0,7.83,7.58,7.33,7.25,7.58,7.42,10.0,10.0,0.0,82.33
Mexico,2012,saul m. hernandez ramirez,Arabica,Bourbon,,10,1.0,10.0,7.58,7.58,7.5,7.17,7.42,7.42,10.0,10.0,0.16,82.25
Mexico,2012,manuel herrera juarez,Arabica,Bourbon,Green,10,1.0,10.0,7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,0.13,82.25
Mexico,2012,guillermo rojas saldana,Arabica,Typica,Green,40,1.0,40.0,7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,0.12,82.25
El Salvador,2012,adam kline,Arabica,Other,Green,288,1.0,288.0,7.75,7.33,7.33,7.5,7.5,7.5,10.0,10.0,0.0,82.25
Mexico,2012,sergio de la vequia bernardi,Arabica,Typica,Green,250,1.0,250.0,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,0.11,82.25
Mexico,2012,organizaciones de productores de cafe colimense,Arabica,Typica,Green,250,1.0,250.0,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,0.1,82.25
Colombia,2012,exportadora de cafe condor s.a,Arabica,Caturra,Green,250,70.0,17500.0,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,0.12,82.25
Colombia,2012,racafe & cia s.c.a,Arabica,Caturra,Green,100,70.0,7000.0,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,0.11,82.25
Brazil,2012,nucoffee,Arabica,Arusha,Green,84,60.0,5040.0,7.67,7.58,7.42,7.0,7.5,7.58,10.0,10.0,0.12,82.25
Mexico,2012,saul m. hernandez ramirez,Arabica,Typica,,10,1.0,10.0,7.5,7.67,7.0,7.5,7.33,7.5,10.0,10.0,0.15,82.17
Guatemala,2012,the coffee source inc.,Arabica,Caturra,,250,1.0,250.0,7.25,7.75,7.0,7.75,8.17,7.75,10.0,9.33,0.12,82.17
Mexico,2012,salvador caro carrion,Arabica,Typica,Green,200,1.0,200.0,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,0.12,82.17
Mexico,2012,organizaciones de productores de cafe colimense,Arabica,Typica,Green,60,1.0,60.0,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,0.1,82.17
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Bluish-Green,4,45.3592,181.4368,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,0.11,82.08
Mexico,2012,julio perez hernandez,Arabica,Typica,Green,250,1.0,250.0,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,0.13,82.08
Mexico,2012,rosa aurora falcon fernandez,Arabica,Typica,Green,15,1.0,15.0,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,0.11,82.08
Vietnam,2012,royal base corporation,Arabica,Other,Green,1,2.0,2.0,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,0.12,82.08
Mexico,2012,sergio de la vequia bernardi,Arabica,Typica,Green,250,1.0,250.0,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,0.11,82.08
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Green,10,45.3592,453.592,7.33,7.5,7.33,7.58,7.08,7.83,10.0,10.0,0.1,82.08
Mexico,2012,jorge octavio escamilla prado,Arabica,Typica,Green,15,1.0,15.0,7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,0.12,82.0
Brazil,2012,nucoffee,Arabica,Mundo Novo,Green,50,60.0,3000.0,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,0.12,82.0
Brazil,2012,nucoffee,Arabica,Catuai,Blue-Green,75,60.0,4500.0,7.42,7.5,7.25,7.5,7.5,7.42,10.0,10.0,0.11,82.0
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Green,250,1.0,250.0,7.33,7.33,7.33,7.5,7.67,7.67,10.0,10.0,0.11,82.0
Brazil,2012,nucoffee,Arabica,Mundo Novo,Green,53,60.0,3180.0,7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,0.12,82.0
Guatemala,2012,felipe isaza,Arabica,Bourbon,Green,250,2.0,500.0,7.75,7.33,7.33,7.42,7.75,7.67,10.0,9.33,0.0,82.0
Honduras,2012,rob tuttle,Arabica,,Green,1,2.0,2.0,7.42,7.33,7.33,7.58,7.33,7.5,10.0,10.0,0.11,81.92
Mexico,2012,saul m. hernandez ramirez,Arabica,Typica,,10,1.0,10.0,7.5,7.5,7.25,7.25,7.5,7.5,10.0,10.0,0.13,81.92
Mexico,2012,saul m. hernandez ramirez,Arabica,Mundo Novo,,10,1.0,10.0,7.5,7.42,7.25,7.5,7.33,7.33,10.0,10.0,0.14,81.92
Mexico,2012,juan hermilio sampieri carcamo,Arabica,Other,Green,30,1.0,30.0,7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,0.12,81.92
Brazil,2012,nucoffee,Arabica,Mundo Novo,Green,8,60.0,480.0,7.42,7.58,7.25,7.5,7.33,7.5,10.0,10.0,0.12,81.92
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Bluish-Green,19,45.3592,861.8248,7.83,7.83,7.83,8.0,7.83,7.83,10.0,10.0,0.0,81.83
Mexico,2012,christina dusing,Arabica,Bourbon,Green,302,1.0,302.0,7.83,7.33,7.25,7.58,7.25,7.33,10.0,10.0,0.12,81.83
Mexico,2012,jorge francisco martinez hachity,Arabica,Typica,Green,15,1.0,15.0,7.33,7.33,7.25,7.5,7.5,7.5,10.0,10.0,0.12,81.83
Mexico,2012,saul m. hernandez ramirez,Arabica,Bourbon,,10,1.0,10.0,7.5,7.5,7.33,7.42,7.25,7.25,10.0,10.0,0.13,81.75
Mexico,2012,sergio landa alarcon,Arabica,Mundo Novo,Green,100,1.0,100.0,7.42,7.5,7.17,7.67,7.33,7.42,10.0,10.0,0.13,81.75
Mexico,2012,diego manuel woolrich ramirez,Arabica,Typica,Green,42,1.0,42.0,7.42,7.5,7.33,7.58,7.33,7.33,10.0,10.0,0.11,81.75
Mexico,2012,armando luis pohlenz martinez,Arabica,Caturra,Green,250,1.0,250.0,7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,0.12,81.75
Mexico,2012,enrique eduardo lopez aguilar,Arabica,Typica,Unknown,28,1.0,28.0,7.5,7.42,7.25,7.33,7.67,7.25,10.0,10.0,0.12,81.75
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Green,275,69.0,18975.0,7.5,7.67,7.33,7.33,7.33,7.33,10.0,10.0,0.11,81.67
Mexico,2012,virginia gordillo gordillo,Arabica,Typica,Green,100,1.0,100.0,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10.0,0.13,81.67
Mexico,2012,jose luis munoz guerrero,Arabica,Bourbon,Green,15,1.0,15.0,7.67,7.25,7.17,7.75,7.5,7.25,10.0,10.0,0.11,81.67
Mexico,2012,christina dusing,Arabica,Bourbon,Green,275,1.0,275.0,7.5,7.42,7.33,7.42,7.42,7.42,10.0,10.0,0.11,81.67
Mexico,2012,alfredo bojalil,Arabica,Bourbon,Green,250,1.0,250.0,7.58,7.42,7.25,7.58,7.25,7.17,10.0,10.0,0.11,81.67
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Green,13,45.3592,589.6696000000001,7.42,7.33,7.33,7.33,7.17,7.83,10.0,10.0,0.1,81.67
Mexico,2012,enrique eduardo lopez aguilar,Arabica,Marigojipe,Unknown,28,1.0,28.0,7.33,7.5,7.25,7.5,7.5,7.17,10.0,10.0,0.11,81.58
Mexico,2012,enrique eduardo lopez aguilar,Arabica,Typica,Unknown,28,1.0,28.0,7.67,7.58,7.42,7.58,7.58,7.42,10.0,8.67,0.11,81.58
Mexico,2012,alfredo bojalil,Arabica,Typica,Green,250,1.0,250.0,7.58,7.42,7.25,7.42,7.33,7.33,10.0,10.0,0.12,81.5
Mexico,2012,jose luis munoz guerrero,Arabica,Catuai,Green,30,1.0,30.0,7.42,7.25,7.17,7.42,7.17,8.0,10.0,10.0,0.12,81.5
Mexico,2012,jose luis munoz guerrero,Arabica,Typica,Green,20,1.0,20.0,7.33,7.5,7.33,7.33,7.33,7.42,10.0,10.0,0.11,81.5
Mexico,2012,tomas edelmann blass,Arabica,Bourbon,Green,50,80.0,4000.0,7.42,7.42,7.33,7.17,7.25,7.42,10.0,10.0,0.13,81.5
Mexico,2012,maria de la paz aguilar guillen,Arabica,Typica,Green,15,1.0,15.0,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10.0,0.11,81.5
Indonesia,2012,specialty coffee association of indonesia,Arabica,Other,Green,10,60.0,600.0,7.75,7.17,7.17,7.33,7.58,7.33,10.0,10.0,0.12,81.5
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Green,250,1.0,250.0,7.33,7.5,7.33,7.42,7.17,7.33,10.0,10.0,0.11,81.5
Mexico,2012,saul m. hernandez ramirez,Arabica,Caturra,,10,1.0,10.0,7.42,7.33,7.25,7.17,7.25,7.42,10.0,10.0,0.13,81.42
Mexico,2012,grupo cafetalero los brujos spr de rl,Arabica,Typica,Unknown,20,1.0,20.0,7.42,7.42,7.25,7.25,7.5,7.33,10.0,10.0,0.13,81.42
Mexico,2012,julio perez hernandez,Arabica,Typica,Green,250,1.0,250.0,7.58,7.42,7.25,7.33,7.25,7.25,10.0,10.0,0.13,81.33
Mexico,2012,hector gabriel barreda nader,Arabica,Typica,,70,1.0,70.0,7.33,7.25,7.17,7.42,7.58,7.33,10.0,10.0,0.12,81.33
Mexico,2012,alfredo bojalil,Arabica,Typica,Green,250,1.0,250.0,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10.0,0.12,81.25
Mexico,2012,julio perez hernandez,Arabica,Typica,Green,250,1.0,250.0,7.42,7.25,7.08,7.75,7.42,7.17,10.0,10.0,0.13,81.17
Guatemala,2012,the coffee source inc.,Arabica,Caturra,Green,250,1.0,250.0,7.42,7.25,7.33,7.25,7.25,7.42,10.0,10.0,0.12,81.17
Brazil,2012,nucoffee,Arabica,Mundo Novo,Green,17,60.0,1020.0,7.42,7.33,7.25,7.42,7.5,7.17,10.0,10.0,0.12,81.17
Mexico,2012,obed rendon ponce,Arabica,Typica,,100,1.0,100.0,7.25,7.42,7.33,7.33,7.17,7.33,10.0,10.0,0.13,81.08
Mexico,2012,diego manuel woolrich ramirez,Arabica,Typica,Green,30,1.0,30.0,7.33,7.25,7.33,7.42,7.25,7.42,10.0,10.0,0.12,81.08
Mexico,2012,gerardo hernandez valderrabano,Arabica,Typica,Green,40,1.0,40.0,7.33,7.33,7.25,7.42,7.25,7.25,10.0,10.0,0.11,81.08
Mexico,2012,balbino ramirez flores,Arabica,Typica,Green,15,1.0,15.0,7.42,7.33,7.25,7.42,7.17,7.25,10.0,10.0,0.1,81.08
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Blue-Green,2,45.3592,90.7184,7.42,7.42,7.25,7.58,6.92,7.17,10.0,10.0,0.06,81.08
Thailand,2012,doi tung development project,Arabica,,Green,2,1.0,2.0,7.33,7.42,7.25,7.42,7.25,7.17,10.0,10.0,0.0,81.0
Mexico,2012,alejandro garcia palacios,Arabica,Other,Green,10,1.0,10.0,7.08,7.33,7.33,7.33,7.42,7.25,10.0,10.0,0.12,81.0
Mexico,2012,organizaciones de productores de cafe colimense,Arabica,Typica,Green,200,1.0,200.0,7.58,7.67,7.5,7.67,7.58,7.5,8.0,10.0,0.0,81.0
Mexico,2012,eduardo luis augusto velazquez solis,Arabica,Typica,Green,60,1.0,60.0,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,0.13,80.92
Mexico,2012,luis roberto fermoso beltran,Arabica,Catuai,Green,15,1.0,15.0,7.17,7.08,7.25,7.42,7.25,7.33,10.0,10.0,0.13,80.83
Mexico,2012,christina dusing,Arabica,Bourbon,Green,100,1.0,100.0,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,0.13,80.83
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Blue-Green,7,45.3592,317.5144,7.42,7.33,7.0,7.25,7.33,7.5,10.0,10.0,0.1,80.83
Mexico,2012,diego manuel woolrich ramirez,Arabica,Typica,Green,30,1.0,30.0,7.58,7.33,7.42,7.25,7.5,7.5,9.33,10.0,0.11,80.75
Haiti,2012,myriam kaplan-pasternak,Arabica,Typica,Green,1,2.0,2.0,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,0.12,80.75
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Green,250,1.0,250.0,7.0,7.33,7.5,7.33,7.0,7.33,10.0,10.0,0.11,80.67
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Green,250,1.0,250.0,7.0,7.5,7.33,7.17,7.17,7.17,10.0,10.0,0.11,80.67
Mexico,2012,israel eduardo paz garcia,Arabica,Typica,,18,1.0,18.0,7.25,7.25,7.08,7.33,7.25,7.17,10.0,10.0,0.15,80.5
Mexico,2012,alfredo bojalil,Arabica,Typica,Green,250,1.0,250.0,6.92,7.17,7.08,7.5,7.33,7.17,10.0,10.0,0.1,80.42
Mexico,2012,armando luis pohlenz martinez,Arabica,Caturra,Green,250,1.0,250.0,7.42,7.08,7.08,7.33,7.25,7.17,10.0,10.0,0.12,80.42
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Green,10,45.3592,453.592,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10.0,0.12,80.33
Colombia,2012,honor dela fuente,Arabica,Typica,Green,1,2.0,2.0,7.42,8.0,7.83,7.75,8.08,7.58,8.67,8.67,0.1,80.25
Guatemala,2012,the coffee source inc.,Arabica,Caturra,Green,250,1.0,250.0,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,0.11,80.25
Mexico,2012,saul m. hernandez ramirez,Arabica,Caturra,,10,1.0,10.0,7.58,7.33,7.17,7.25,6.75,7.0,10.0,10.0,0.11,80.25
Mexico,2012,israel eduardo paz garcia,Arabica,Typica,Green,15,1.0,15.0,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10.0,0.14,80.17
Mexico,2012,marco virgilio ramirez teliz,Arabica,Bourbon,Green,15,1.0,15.0,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,0.12,80.17
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Green,250,1.0,250.0,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,0.11,80.17
Mexico,2012,israel eduardo paz garcia,Arabica,Typica,,13,1.0,13.0,7.33,7.17,7.25,7.08,7.08,7.08,10.0,10.0,0.15,80.08
Mexico,2012,federico pacheco perez,Arabica,Typica,Green,10,1.0,10.0,7.25,7.08,7.0,7.17,7.33,7.17,10.0,10.0,0.14,80.08
Thailand,2012,doi tung development project,Arabica,,Green,2,1.0,2.0,7.33,6.67,7.08,7.42,7.42,7.08,10.0,10.0,0.0,80.0
Mexico,2012,pablo enrique martinez gama,Arabica,Typica,Green,20,1.0,20.0,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10.0,0.12,80.0
Mexico,2012,semiramis casas velazquez,Arabica,Other,Green,256,1.0,256.0,7.08,7.33,7.0,7.33,7.08,7.0,10.0,10.0,0.11,80.0
Mexico,2012,alejandro garcia palacios,Arabica,Other,Green,10,1.0,10.0,7.17,7.17,6.92,7.25,7.33,7.08,10.0,10.0,0.12,79.92
Mexico,2012,christina dusing,Arabica,Bourbon,Unknown,82,1.0,82.0,7.5,7.17,7.0,7.17,7.25,7.08,10.0,10.0,0.0,79.92
Mexico,2012,montegrande,Arabica,Catuai,Green,250,1.0,250.0,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10.0,0.11,79.92
Mexico,2012,pablo enrique martinez gama,Arabica,Typica,Green,100,1.0,100.0,7.33,7.25,7.0,7.42,7.17,7.17,9.33,10.0,0.12,79.92
Mexico,2012,sergio de la vequia bernardi,Arabica,Typica,Green,250,1.0,250.0,7.17,7.08,7.0,7.25,7.5,7.0,10.0,10.0,0.12,79.83
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Blue-Green,12,45.3592,544.3104000000001,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10.0,0.12,79.83
Mexico,2012,israel eduardo paz garcia,Arabica,Bourbon,,12,1.0,12.0,7.25,7.17,7.17,7.08,7.17,7.0,10.0,10.0,0.14,79.75
Mexico,2012,alfredo bojalil,Arabica,Typica,Green,250,1.0,250.0,7.33,7.25,7.0,7.08,7.08,7.0,10.0,10.0,0.1,79.75
Guatemala,2012,lusso lab,Arabica,Bourbon,Green,275,69.0,18975.0,7.58,7.33,7.5,7.33,7.0,7.33,9.33,9.33,0.0,79.75
Mexico,2012,montegrande,Arabica,Typica,Unknown,36,1.0,36.0,7.25,6.83,6.92,7.08,7.25,7.08,10.0,10.0,0.12,79.75
Mexico,2012,saul m. hernandez ramirez,Arabica,Caturra,,10,1.0,10.0,7.33,7.17,7.0,6.75,7.08,7.0,10.0,10.0,0.13,79.67
Mexico,2012,alfredo bojalil,Arabica,Mundo Novo,Unknown,253,1.0,253.0,6.92,7.17,7.17,7.17,7.08,7.08,10.0,10.0,0.0,79.67
Mexico,2012,obed rendon ponce,Arabica,Typica,,50,1.0,50.0,7.08,7.0,6.92,7.33,7.25,7.08,10.0,10.0,0.12,79.58
Mexico,2012,armando luis pohlenz martinez,Arabica,Caturra,Green,250,1.0,250.0,7.25,6.92,6.92,7.33,7.25,7.0,10.0,10.0,0.13,79.58
Mexico,2012,armando luis pohlenz martinez,Arabica,Caturra,Green,250,1.0,250.0,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10.0,0.12,79.5
Mexico,2012,mario jose fernandez,Arabica,Typica,Bluish-Green,127,1.0,127.0,7.25,7.33,7.0,7.25,7.17,7.17,9.33,10.0,0.12,79.5
Mexico,2012,eric jesus cordoba arroyo,Arabica,Typica,,30,1.0,30.0,7.0,7.0,6.83,7.33,7.42,6.92,10.0,10.0,0.14,79.33
Mexico,2012,eric jesus cordoba arroyo,Arabica,Typica,Green,50,1.0,50.0,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10.0,0.14,79.33
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Green,250,1.0,250.0,7.17,6.5,6.33,7.25,7.58,7.33,10.0,10.0,0.11,79.33
Mexico,2012,marco virgilio ramirez teliz,Arabica,Bourbon,Green,12,1.0,12.0,7.0,7.0,6.92,7.17,7.17,7.08,10.0,10.0,0.13,79.25
Costa Rica,2012,brent hall,Arabica,Catuai,,1,2.0,2.0,7.17,7.42,7.5,8.0,7.25,7.83,10.0,6.67,0.1,79.17
Mexico,2012,israel eduardo paz garcia,Arabica,Typica,,10,1.0,10.0,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10.0,0.14,79.17
Mexico,2012,julio cesar robles flores,Arabica,Typica,Green,53,1.0,53.0,7.17,6.92,6.92,7.08,7.17,7.0,10.0,10.0,0.14,79.17
Mexico,2012,israel eduardo paz garcia,Arabica,Typica,,13,1.0,13.0,7.33,7.0,6.92,7.25,7.33,7.08,9.33,10.0,0.16,79.08
Mexico,2012,balbino ramirez flores,Arabica,Typica,Bluish-Green,10,1.0,10.0,7.17,7.25,7.25,7.17,7.25,7.08,9.33,10.0,0.1,79.08
Peru,2012,sustainable harvest coffee,Arabica,Typica,Unknown,280,69.0,19320.0,7.67,7.17,7.08,7.25,8.0,7.5,8.67,9.33,0.0,79.0
Mexico,2012,israel eduardo paz garcia,Arabica,Typica,Green,16,1.0,16.0,7.5,7.17,6.92,7.5,7.25,7.0,8.67,10.0,0.14,79.0
Mexico,2012,israel eduardo paz garcia,Arabica,Typica,,14,1.0,14.0,7.5,7.0,6.92,7.08,6.92,6.75,10.0,10.0,0.16,78.92
Mexico,2012,octavio augusto diaz trejo,Arabica,Typica,Green,20,1.0,20.0,7.25,6.83,6.83,7.0,7.17,7.0,10.0,10.0,0.14,78.75
Mexico,2012,damaso martinez perez,Arabica,Typica,,35,1.0,35.0,7.25,7.33,7.17,7.25,7.08,7.0,8.67,10.0,0.14,78.75
Mexico,2012,"productores de especialidad emiliano zapeata, spr.",Arabica,Bourbon,Unknown,10,1.0,10.0,7.67,7.17,6.83,7.33,7.58,7.17,9.33,8.67,0.12,78.75
Mexico,2012,juan garcia hernandez,Arabica,Caturra,,20,1.0,20.0,6.92,6.92,6.67,7.25,7.17,6.92,10.0,10.0,0.13,78.67
Mexico,2012,alfredo bojalil,Arabica,Typica,Green,250,1.0,250.0,7.0,7.0,6.75,7.33,6.92,6.92,10.0,10.0,0.13,78.58
Mexico,2012,organizaciones de productores de cafe colimense,Arabica,Typica,Unknown,50,1.0,50.0,7.92,7.58,7.58,7.92,7.92,7.5,8.0,10.0,0.1,78.58
Mexico,2012,francisco ruiz nunez,Arabica,Caturra,Green,20,1.0,20.0,7.25,7.17,7.0,6.83,7.58,7.08,8.67,10.0,0.13,78.5
Mexico,2012,israel eduardo paz garcia,Arabica,Typica,,10,1.0,10.0,7.58,7.17,7.0,7.17,7.33,7.0,8.0,10.0,0.14,78.42
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Green,250,1.0,250.0,7.17,7.17,6.5,7.17,7.0,6.83,10.0,10.0,0.11,78.33
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Green,250,1.0,250.0,7.17,6.08,6.17,7.25,7.33,7.33,10.0,10.0,0.11,78.33
United States,2012,kona pacific farmers cooperative,Arabica,Hawaiian Kona,Green,5,45.3592,226.796,7.42,7.33,7.33,7.5,7.67,7.75,8.0,9.33,0.11,78.25
Mexico,2012,gustavo amieva gonzalez,Arabica,Typica,Green,320,1.0,320.0,7.08,6.83,6.67,7.25,7.25,6.92,10.0,10.0,0.11,78.08
Mexico,2012,alejandro garcia palacios,Arabica,Other,Green,10,1.0,10.0,7.25,7.33,7.0,7.0,7.25,7.08,10.0,8.0,0.12,78.0
Mexico,2012,gustavo abarca solis,Arabica,Typica,Green,50,1.0,50.0,7.42,7.25,7.0,7.0,7.25,7.08,8.0,10.0,0.11,77.92
Guatemala,2012,juan luis alvarado romero,Arabica,Bourbon,Green,250,1.0,250.0,7.17,6.17,6.17,7.08,7.33,6.83,10.0,10.0,0.11,77.92
Mexico,2012,stephany escamilla femat,Arabica,Typica,Green,23,1.0,23.0,7.17,6.75,6.58,6.75,6.83,6.75,10.0,10.0,0.13,77.5
Mexico,2012,israel eduardo paz garcia,Arabica,Typica,,10,1.0,10.0,7.33,7.0,6.67,7.0,6.92,6.92,9.33,10.0,0.15,77.33
Mexico,2012,alejandro garcia palacios,Arabica,Other,Green,10,1.0,10.0,7.08,7.0,7.0,7.25,7.33,7.25,8.67,10.0,0.12,77.17
Mexico,2012,homero antonio de anda andrade,Arabica,Typica,Green,10,1.0,10.0,7.17,6.58,6.58,7.0,7.25,6.58,9.33,10.0,0.13,76.42
